#index = 0, k_not = 1
-0.9492 4.02255e-11 
-0.9484 4.16621e-11 
-0.9476 4.02255e-11 
-0.9468 4.45353e-11 
-0.946 4.30987e-11 
-0.9452 4.45353e-11 
-0.9444 4.45353e-11 
-0.9436 4.74086e-11 
-0.9428 4.88452e-11 
-0.942 4.88452e-11 
-0.9412 5.02818e-11 
-0.9404 5.17185e-11 
-0.9396 5.45917e-11 
-0.9388 5.45917e-11 
-0.938 5.7465e-11 
-0.9372 5.60283e-11 
-0.9364 5.7465e-11 
-0.9356 5.89016e-11 
-0.9348 6.17748e-11 
-0.934 6.32115e-11 
-0.9332 6.32115e-11 
-0.9324 6.60847e-11 
-0.9316 6.75213e-11 
-0.9308 7.03946e-11 
-0.93 7.03946e-11 
-0.9292 7.32678e-11 
-0.9284 7.47044e-11 
-0.9276 7.61411e-11 
-0.9268 7.90143e-11 
-0.926 7.90143e-11 
-0.9252 8.18876e-11 
-0.9244 8.47608e-11 
-0.9236 8.61974e-11 
-0.9228 8.76341e-11 
-0.922 8.90707e-11 
-0.9212 9.33806e-11 
-0.9204 9.33806e-11 
-0.9196 9.62538e-11 
-0.9188 1.00564e-10 
-0.918 1.02e-10 
-0.9172 1.04874e-10 
-0.9164 1.0631e-10 
-0.9156 1.1062e-10 
-0.9148 1.12057e-10 
-0.914 1.1493e-10 
-0.9132 1.17803e-10 
-0.9124 1.20676e-10 
-0.9116 1.2355e-10 
-0.9108 1.2786e-10 
-0.91 1.30733e-10 
-0.9092 1.32169e-10 
-0.9084 1.37916e-10 
-0.9076 1.40789e-10 
-0.9068 1.42226e-10 
-0.906 1.46536e-10 
-0.9052 1.49409e-10 
-0.9044 1.53719e-10 
-0.9036 1.56592e-10 
-0.9028 1.60902e-10 
-0.902 1.63775e-10 
-0.9012 1.68085e-10 
-0.9004 1.72395e-10 
-0.8996 1.76705e-10 
-0.8988 1.79578e-10 
-0.898 1.85324e-10 
-0.8972 1.89634e-10 
-0.8964 1.93944e-10 
-0.8956 1.98254e-10 
-0.8948 2.04001e-10 
-0.894 2.06874e-10 
-0.8932 2.1262e-10 
-0.8924 2.18367e-10 
-0.8916 2.24113e-10 
-0.8908 2.2986e-10 
-0.89 2.3417e-10 
-0.8892 2.39916e-10 
-0.8884 2.47099e-10 
-0.8876 2.52846e-10 
-0.8868 2.61466e-10 
-0.886 2.65775e-10 
-0.8852 2.71522e-10 
-0.8844 2.75832e-10 
-0.8836 2.84452e-10 
-0.8828 2.93071e-10 
-0.882 2.98818e-10 
-0.8812 3.07438e-10 
-0.8804 3.14621e-10 
-0.8796 3.21804e-10 
-0.8788 3.30424e-10 
-0.878 3.3617e-10 
-0.8772 3.46226e-10 
-0.8764 3.56283e-10 
-0.8756 3.63466e-10 
-0.8748 3.72086e-10 
-0.874 3.82142e-10 
-0.8732 3.90762e-10 
-0.8724 4.00818e-10 
-0.8716 4.09438e-10 
-0.8708 4.20931e-10 
-0.87 4.29551e-10 
-0.8692 4.39607e-10 
-0.8684 4.48227e-10 
-0.8676 4.61156e-10 
-0.8668 4.72649e-10 
-0.866 4.84142e-10 
-0.8652 4.95635e-10 
-0.8644 5.07128e-10 
-0.8636 5.20058e-10 
-0.8628 5.32988e-10 
-0.862 5.47354e-10 
-0.8612 5.60283e-10 
-0.8604 5.71776e-10 
-0.8596 5.87579e-10 
-0.8588 6.00509e-10 
-0.858 6.16312e-10 
-0.8572 6.30678e-10 
-0.8564 6.46481e-10 
-0.8556 6.62284e-10 
-0.8548 6.7665e-10 
-0.854 6.92453e-10 
-0.8532 7.11129e-10 
-0.8524 7.28368e-10 
-0.8516 7.45608e-10 
-0.8508 7.64284e-10 
-0.85 7.81523e-10 
-0.8492 8.002e-10 
-0.8484 8.21749e-10 
-0.8476 8.40425e-10 
-0.8468 8.61974e-10 
-0.846 8.83524e-10 
-0.8452 9.03636e-10 
-0.8444 9.25186e-10 
-0.8436 9.48172e-10 
-0.8428 9.72594e-10 
-0.842 9.94144e-10 
-0.8412 1.01857e-09 
-0.8404 1.04299e-09 
-0.8396 1.07028e-09 
-0.8388 1.09614e-09 
-0.838 1.12057e-09 
-0.8372 1.14786e-09 
-0.8364 1.1766e-09 
-0.8356 1.20533e-09 
-0.8348 1.2355e-09 
-0.834 1.26423e-09 
-0.8332 1.2944e-09 
-0.8324 1.32744e-09 
-0.8316 1.35905e-09 
-0.8308 1.39209e-09 
-0.83 1.42657e-09 
-0.8292 1.46105e-09 
-0.8284 1.49553e-09 
-0.8276 1.53288e-09 
-0.8268 1.57023e-09 
-0.826 1.60758e-09 
-0.8252 1.64781e-09 
-0.8244 1.68803e-09 
-0.8236 1.72826e-09 
-0.8228 1.76992e-09 
-0.822 1.81302e-09 
-0.8212 1.85755e-09 
-0.8204 1.90209e-09 
-0.8196 1.94663e-09 
-0.8188 1.99547e-09 
-0.818 2.04432e-09 
-0.8172 2.09172e-09 
-0.8164 2.14488e-09 
-0.8156 2.19516e-09 
-0.8148 2.25119e-09 
-0.814 2.30291e-09 
-0.8132 2.36037e-09 
-0.8124 2.4164e-09 
-0.8116 2.47674e-09 
-0.8108 2.53564e-09 
-0.81 2.59742e-09 
-0.8092 2.66063e-09 
-0.8084 2.72528e-09 
-0.8076 2.79136e-09 
-0.8068 2.85888e-09 
-0.806 2.92928e-09 
-0.8052 2.99967e-09 
-0.8044 3.07294e-09 
-0.8036 3.14908e-09 
-0.8028 3.22378e-09 
-0.802 3.3028e-09 
-0.8012 3.38181e-09 
-0.8004 3.46514e-09 
-0.7996 3.54702e-09 
-0.7988 3.63466e-09 
-0.798 3.72229e-09 
-0.7972 3.81424e-09 
-0.7964 3.90474e-09 
-0.7956 4.001e-09 
-0.7948 4.09725e-09 
-0.794 4.19782e-09 
-0.7932 4.29838e-09 
-0.7924 4.40469e-09 
-0.7916 4.50956e-09 
-0.7908 4.62018e-09 
-0.79 4.73224e-09 
-0.7892 4.84717e-09 
-0.7884 4.96354e-09 
-0.7876 5.08421e-09 
-0.7868 5.20776e-09 
-0.786 5.33562e-09 
-0.7852 5.46492e-09 
-0.7844 5.59709e-09 
-0.7836 5.73357e-09 
-0.7828 5.87292e-09 
-0.782 6.01371e-09 
-0.7812 6.16024e-09 
-0.7804 6.30965e-09 
-0.7796 6.46337e-09 
-0.7788 6.61996e-09 
-0.778 6.77943e-09 
-0.7772 6.94464e-09 
-0.7764 7.1156e-09 
-0.7756 7.28656e-09 
-0.7748 7.4647e-09 
-0.774 7.64428e-09 
