19.98	-2.40608e-09
19.96	-2.45431e-09
19.94	-2.50352e-09
19.92	-2.55372e-09
19.9	-2.60494e-09
19.88	-2.65719e-09
19.86	-2.71049e-09
19.84	-2.76488e-09
19.82	-2.82036e-09
19.8	-2.87696e-09
19.78	-2.93471e-09
19.76	-2.99362e-09
19.74	-3.05372e-09
19.72	-3.11504e-09
19.7	-3.17759e-09
19.68	-3.24141e-09
19.66	-3.30652e-09
19.64	-3.37295e-09
19.62	-3.44071e-09
19.6	-3.50985e-09
19.58	-3.58038e-09
19.56	-3.65234e-09
19.54	-3.72575e-09
19.52	-3.80064e-09
19.5	-3.87705e-09
19.48	-3.955e-09
19.46	-4.03453e-09
19.44	-4.11566e-09
19.42	-4.19843e-09
19.4	-4.28287e-09
19.38	-4.36902e-09
19.36	-4.45691e-09
19.34	-4.54658e-09
19.32	-4.63805e-09
19.3	-4.73138e-09
19.28	-4.82659e-09
19.26	-4.92372e-09
19.24	-5.02282e-09
19.22	-5.12392e-09
19.2	-5.22706e-09
19.18	-5.33228e-09
19.16	-5.43963e-09
19.14	-5.54915e-09
19.12	-5.66088e-09
19.1	-5.77487e-09
19.08	-5.89116e-09
19.06	-6.0098e-09
19.04	-6.13084e-09
19.02	-6.25432e-09
19	-6.38029e-09
18.98	-6.50882e-09
18.96	-6.63994e-09
18.94	-6.7737e-09
18.92	-6.91017e-09
18.9	-7.0494e-09
18.88	-7.19144e-09
18.86	-7.33635e-09
18.84	-7.48418e-09
18.82	-7.63501e-09
18.8	-7.78888e-09
18.78	-7.94585e-09
18.76	-8.106e-09
18.74	-8.26939e-09
18.72	-8.43607e-09
18.7	-8.60613e-09
18.68	-8.77961e-09
18.66	-8.95661e-09
18.64	-9.13717e-09
18.62	-9.32139e-09
18.6	-9.50933e-09
18.58	-9.70106e-09
18.56	-9.89667e-09
18.54	-1.00962e-08
18.52	-1.02998e-08
18.5	-1.05075e-08
18.48	-1.07194e-08
18.46	-1.09356e-08
18.44	-1.11562e-08
18.42	-1.13812e-08
18.4	-1.16107e-08
18.38	-1.18449e-08
18.36	-1.20838e-08
18.34	-1.23276e-08
18.32	-1.25762e-08
18.3	-1.28299e-08
18.28	-1.30887e-08
18.26	-1.33528e-08
18.24	-1.36222e-08
18.22	-1.3897e-08
18.2	-1.41773e-08
18.18	-1.44634e-08
18.16	-1.47552e-08
18.14	-1.50529e-08
18.12	-1.53566e-08
