#k  alpha sigma peak_neg peak_pos  theta_neg  theta_pos  peak_separation
2.71828 -0.4 2980.96 -2.78036 2.31788 1.46 3.52 2.06
0.0497871 -0.4 54.5982 -0.0966423 0.0814553 2.84 4.92 2.08
0.000911882 -0.4 54.5982 -0.0056717 0.00473368 5.68 7.78 2.1
148.413 -0.4 54.5982 -3.14002 2.31019 -1.02 1.2 2.22
0.0497871 -0.4 403.429 -0.13015 0.109555 3.54 5.62 2.08
0.000911882 -0.4 403.429 -0.00755477 0.00628234 6.4 8.48 2.08
148.413 -0.4 403.429 -7.93155 5.74887 -0.9 1.28 2.18
0.0497871 -0.4 2980.96 -0.174333 0.14628 4.26 6.34 2.08
0.000911882 -0.4 2980.96 -0.0100648 0.00833536 7.1 9.2 2.1
148.413 -0.4 2980.96 -18.3948 13.4632 -0.68 1.44 2.12
2.71828 -0.2 4.53999e-05 -0.00300022 0.002409 -1.12 1.12 2.24
0.0497871 -0.2 4.53999e-05 -0.00274183 0.00227247 -1.06 1.2 2.26
0.000911882 -0.2 4.53999e-05 -0.000608672 0.000703718 0.28 2.9 2.62
148.413 -0.2 4.53999e-05 -0.00300549 0.00241224 -1.12 1.12 2.24
2.71828 -0.2 0.000335463 -0.00813049 0.00653396 -1.12 1.12 2.24
0.0497871 -0.2 0.000335463 -0.00650833 0.0057016 -0.96 1.34 2.3
0.000911882 -0.2 0.000335463 -0.000796467 0.000957282 1 3.68 2.68
148.413 -0.2 0.000335463 -0.00816931 0.00655765 -1.12 1.12 2.24
2.71828 -0.2 0.00247875 -0.0219193 0.0176527 -1.1 1.14 2.24
0.0497871 -0.2 0.00247875 -0.0133855 0.0129266 -0.74 1.66 2.4
0.000911882 -0.2 0.00247875 -0.000986415 0.00120529 1.78 4.5 2.72
148.413 -0.2 0.00247875 -0.0222031 0.0178213 -1.12 1.12 2.24
2.71828 -0.2 0.0183156 -0.058286 0.0472756 -1.1 1.16 2.26
0.0497871 -0.2 0.0183156 -0.0228783 0.0245544 -0.32 2.2 2.52
0.000911882 -0.2 0.0183156 -0.00119016 0.00146129 2.58 5.32 2.74
148.413 -0.2 0.0183156 -0.0603291 0.0484336 -1.12 1.12 2.24
2.71828 -0.2 0.135335 -0.149699 0.124078 -1.06 1.2 2.26
0.0497871 -0.2 0.135335 -0.0332326 0.0384181 0.28 2.9 2.62
2.71828 -0.2 1 -0.355345 0.311296 -0.96 1.34 2.3
148.413 -0.2 0.135335 -0.163806 0.131542 -1.12 1.12 2.24
0.000911882 -0.2 0.135335 -0.00141913 0.00174185 3.4 6.16 2.76
2.71828 -0.2 7.38906 -0.730843 0.705758 -0.74 1.66 2.4
0.0497871 -0.2 1 -0.0434866 0.0522657 1 3.68 2.68
148.413 -0.2 1 -0.44391 0.356742 -1.12 1.12 2.24
0.000911882 -0.2 1 -0.00168333 0.00206086 4.24 6.98 2.74
2.71828 -0.2 54.5982 -1.24926 1.34058 -0.32 2.2 2.52
0.0497871 -0.2 7.38906 -0.0538599 0.0658064 1.78 4.5 2.72
0.000911882 -0.2 7.38906 -0.00199223 0.00243067 5.06 7.82 2.76
148.413 -0.2 7.38906 -1.19675 0.963804 -1.1 1.14 2.24
2.71828 -0.2 403.429 -1.81516 2.09743 0.28 2.9 2.62
2.71828 -0.2 2980.96 -2.3772 2.85336 1 3.68 2.68
0.0497871 -0.2 54.5982 -0.0649924 0.0797838 2.58 5.32 2.74
0.000911882 -0.2 54.5982 -0.00235563 0.00286236 5.9 8.66 2.76
148.413 -0.2 54.5982 -3.18233 2.58115 -1.1 1.16 2.26
0.0497871 -0.2 403.429 -0.0775199 0.0951013 3.4 6.16 2.76
148.413 -0.2 403.429 -8.17361 6.77425 -1.06 1.2 2.26
0.000911882 -0.2 403.429 -0.00278466 0.00336941 6.74 9.48 2.74
0.0497871 -0.2 2980.96 -0.0920314 0.11252 4.24 6.98 2.74
148.413 -0.2 2980.96 -19.4061 16.9933 -0.96 1.34 2.3
0.000911882 -0.2 2980.96 -0.00329305 0.00396571 7.56 10.32 2.76
2.71828 0 4.53999e-05 -0.00300195 0.0024122 -1.12 1.12 2.24
0.0497871 0 4.53999e-05 -0.00281885 0.00240484 -1.16 1.2 2.36
148.413 0 4.53999e-05 -0.00300552 0.0024123 -1.12 1.12 2.24
0.000911882 0 4.53999e-05 -0.00067366 0.00138494 -1.88 2.98 4.86
2.71828 0 0.000335463 -0.00814321 0.00655731 -1.12 1.12 2.24
0.0497871 0 0.000335463 -0.0069246 0.00648046 -1.24 1.34 2.58
148.413 0 0.000335463 -0.00816955 0.00655809 -1.12 1.12 2.24
0.000911882 0 0.000335463 -0.000799321 0.00200585 -2.14 3.88 6.02
2.71828 0 0.00247875 -0.0220112 0.017819 -1.12 1.14 2.26
0.0497871 0 0.00247875 -0.0149443 0.0169506 -1.4 1.62 3.02
148.413 0 0.00247875 -0.0222048 0.0178245 -1.12 1.12 2.24
0.000911882 0 0.00247875 -0.000863349 0.00240792 -2.38 4.86 7.24
2.71828 0 0.0183156 -0.0589326 0.0484128 -1.14 1.16 2.3
0.0497871 0 0.0183156 -0.0262294 0.0400246 -1.62 2.18 3.8
148.413 0 0.0183156 -0.060342 0.0484574 -1.12 1.12 2.24
0.000911882 0 0.0183156 -0.00089183 0.00263556 -2.58 5.84 8.42
2.71828 0 0.135335 -0.153904 0.131317 -1.16 1.2 2.36
0.0497871 0 0.135335 -0.0367808 0.0756426 -1.88 2.98 4.86
2.71828 0 1 -0.378071 0.35382 -1.24 1.34 2.58
148.413 0 0.135335 -0.163901 0.131717 -1.12 1.12 2.24
0.000911882 0 0.135335 -0.000903653 0.00277035 -2.74 6.84 9.58
2.71828 0 7.38906 -0.815948 0.925455 -1.4 1.62 3.02
0.0497871 0 1 -0.0436422 0.109515 -2.14 3.88 6.02
148.413 0 1 -0.444604 0.358017 -1.12 1.12 2.24
0.000911882 0 1 -0.000908398 0.00286494 -2.86 7.84 10.7
2.71828 0 54.5982 -1.43221 2.18515 -1.62 2.18 3.8
0.0497871 0 7.38906 -0.0471395 0.131467 -2.38 4.86 7.24
148.413 0 7.38906 -1.20177 0.972885 -1.12 1.14 2.26
0.000911882 0 7.38906 -0.000910282 0.00294134 -2.96 8.82 11.78
2.71828 0 403.429 -2.00882 4.12942 -1.88 2.96 4.84
2.71828 0 2980.96 -2.38508 5.97794 -2.14 3.88 6.02
0.0497871 0 54.5982 -0.0486982 0.143894 -2.56 5.84 8.4
148.413 0 54.5982 -3.21762 2.64324 -1.14 1.16 2.3
0.000911882 0 54.5982 -0.000911062 0.00301312 -2.88 9.82 12.7
0.0497871 0 403.429 -0.0493531 0.151249 -2.68 6.84 9.52
148.413 0 403.429 -8.40309 7.16947 -1.16 1.2 2.36
0.000911882 0 403.429 -0.000911491 0.00308002 -2.16 10.82 12.98
0.0497871 0 2980.96 -0.0496366 0.156404 -2.58 7.82 10.4
148.413 0 2980.96 -20.6454 19.3149 -1.24 1.34 2.58
0.000911882 0 2980.96 -0.000912016 0.00314478 -0.44 11.82 12.26
2.71828 0.2 4.53999e-05 -0.00300327 0.00241212 -1.12 1.12 2.24
0.0497871 0.2 4.53999e-05 -0.00288452 0.00240246 -1.22 1.22 2.44
148.413 0.2 4.53999e-05 -0.00300555 0.0024123 -1.12 1.12 2.24
0.000911882 0.2 4.53999e-05 -0.00157442 0.00196095 -9.64 3.36 13
2.71828 0.2 0.000335463 -0.00815291 0.00655677 -1.12 1.14 2.26
0.0497871 0.2 0.000335463 -0.00734489 0.0064813 -1.42 1.38 2.8
148.413 0.2 0.000335463 -0.00816973 0.00655808 -1.12 1.12 2.24
0.000911882 0.2 0.000335463 -0.00411648 0.00440653 -14.84 4.5 19.34
2.71828 0.2 0.00247875 -0.0220821 0.0178152 -1.12 1.14 2.26
148.413 0.2 0.00247875 -0.0222062 0.0178245 -1.12 1.12 2.24
0.0497871 0.2 0.00247875 -0.0172147 0.0172219 -1.98 1.72 3.7
0.000911882 0.2 0.00247875 -0.0110732 0.00879064 -19.88 5.72 25.6
2.71828 0.2 0.0183156 -0.0594465 0.0483876 -1.16 1.16 2.32
148.413 0.2 0.0183156 -0.0603517 0.0484569 -1.12 1.12 2.24
0.0497871 0.2 0.0183156 -0.0366401 0.0441916 -4.1 2.4 6.5
0.000911882 0.2 0.0183156 -0.024727 0.0144474 -20 6.96 26.96
2.71828 0.2 0.135335 -0.157489 0.131186 -1.22 1.22 2.44
148.413 0.2 0.135335 -0.163973 0.131713 -1.12 1.12 2.24
2.71828 0.2 1 -0.401018 0.353866 -1.42 1.38 2.8
0.0497871 0.2 0.135335 -0.0859601 0.107098 -9.64 3.36 13
0.000911882 0.2 0.135335 -0.0374423 0.0188786 -20 8.2 28.2
2.71828 0.2 7.38906 -0.9399 0.940273 -1.98 1.72 3.7
148.413 0.2 1 -0.445134 0.357988 -1.12 1.14 2.26
0.0497871 0.2 1 -0.224751 0.240586 -14.84 4.5 19.34
0.000911882 0.2 1 -0.0446331 0.0210427 -20 9.46 29.46
2.71828 0.2 54.5982 -2.00051 2.41266 -4.1 2.4 6.5
148.413 0.2 7.38906 -1.20564 0.972678 -1.12 1.14 2.26
0.0497871 0.2 7.38906 -0.604571 0.479937 -19.88 5.72 25.6
0.000911882 0.2 7.38906 -0.0476025 0.0216313 -19.98 10.72 30.7
2.71828 0.2 403.429 -4.69302 5.84631 -9.64 3.36 13
2.71828 0.2 2980.96 -12.2686 13.128 -14.84 4.5 19.34
148.413 0.2 54.5982 -3.24568 2.64187 -1.16 1.16 2.32
0.000911882 0.2 54.5982 -0.0490327 0.0217015 -20 11.96 31.96
0.0497871 0.2 54.5982 -1.35014 0.788742 -20 6.96 26.96
148.413 0.2 403.429 -8.59872 7.16239 -1.22 1.22 2.44
0.0497871 0.2 403.429 -2.0452 1.03058 -20 8.2 28.2
0.000911882 0.2 403.429 -0.0495226 0.0214428 -20 13.22 33.22
148.413 0.2 2980.96 -21.8964 19.3182 -1.42 1.38 2.8
0.000911882 0.2 2980.96 -0.0497574 0.021101 -20 14.48 34.48
0.0497871 0.2 2980.96 -2.44086 1.14856 -20 9.46 29.46
2.71828 0.4 4.53999e-05 -0.00300427 0.00241172 -1.12 1.12 2.24
148.413 0.4 4.53999e-05 -0.00300557 0.00241229 -1.12 1.12 2.24
0.0497871 0.4 4.53999e-05 -0.00293659 0.00238188 -1.24 1.24 2.48
0.000911882 0.4 4.53999e-05 -0.0021748 0.00182375 -5.78 4.04 9.82
2.71828 0.4 0.000335463 -0.00816031 0.00655383 -1.12 1.14 2.26
148.413 0.4 0.000335463 -0.00816986 0.00655802 -1.12 1.12 2.24
0.000911882 0.4 0.000335463 -0.00577461 0.00440359 -8.3 5.64 13.94
0.0497871 0.4 0.000335463 -0.00769872 0.00634431 -1.46 1.42 2.88
2.71828 0.4 0.00247875 -0.0221366 0.0177935 -1.14 1.14 2.28
148.413 0.4 0.00247875 -0.0222072 0.017824 -1.12 1.12 2.24
0.000911882 0.4 0.00247875 -0.0156161 0.0105458 -10.8 7.32 18.12
0.0497871 0.4 0.00247875 -0.0193644 0.0164444 -2.06 1.84 3.9
2.71828 0.4 0.0183156 -0.059844 0.0482292 -1.16 1.16 2.32
148.413 0.4 0.0183156 -0.0603592 0.0484539 -1.12 1.12 2.24
0.0497871 0.4 0.0183156 -0.0470709 0.0410005 -3.48 2.72 6.2
0.000911882 0.4 0.0183156 -0.0424069 0.0248198 -13.3 9 22.3
2.71828 0.4 0.135335 -0.160332 0.130062 -1.24 1.24 2.48
148.413 0.4 0.135335 -0.164028 0.131691 -1.12 1.12 2.24
0.000911882 0.4 0.135335 -0.115253 0.0563623 -15.8 10.68 26.48
2.71828 0.4 1 -0.420336 0.346387 -1.46 1.42 2.88
0.0497871 0.4 0.135335 -0.11874 0.0995961 -5.78 4.04 9.82
2.71828 0.4 7.38906 -1.05726 0.897829 -2.06 1.84 3.9
148.413 0.4 1 -0.445538 0.357827 -1.12 1.14 2.26
0.000911882 0.4 1 -0.313279 0.119604 -18.3 12.36 30.66
0.0497871 0.4 1 -0.315282 0.240425 -8.3 5.64 13.94
2.71828 0.4 54.5982 -2.56995 2.23848 -3.46 2.72 6.18
148.413 0.4 7.38906 -1.20862 0.971493 -1.14 1.14 2.28
0.000911882 0.4 7.38906 -0.833948 0.221325 -19.98 14.02 34
0.0497871 0.4 7.38906 -0.8526 0.575765 -10.8 7.32 18.12
2.71828 0.4 403.429 -6.48244 5.43702 -5.78 4.04 9.82
2.71828 0.4 2980.96 -17.2089 13.1203 -8.3 5.64 13.94
148.413 0.4 54.5982 -3.26737 2.63322 -1.16 1.16 2.32
0.000911882 0.4 54.5982 -1.61773 0.333069 -20 15.7 35.7
0.0497871 0.4 54.5982 -2.31525 1.35499 -13.3 9 22.3
148.413 0.4 403.429 -8.75385 7.10109 -1.24 1.24 2.48
0.000911882 0.4 403.429 -2.21461 0.405741 -20 17.38 37.38
0.0497871 0.4 403.429 -6.29192 3.0764 -15.8 10.68 26.48
148.413 0.4 2980.96 -22.9496 18.9109 -1.46 1.42 2.88
0.000911882 0.4 2980.96 -2.52025 0.436151 -20 19.04 39.04
0.0497871 0.4 2980.96 -17.0994 6.52457 -18.3 12.34 30.64
2.71828 0.6 4.53999e-05 -0.00300504 0.00241114 -1.12 1.12 2.24
148.413 0.6 4.53999e-05 -0.00300558 0.00241228 -1.12 1.12 2.24
0.000911882 0.6 4.53999e-05 -0.00263102 0.00148991 -4.28 5.24 9.52
0.0497871 0.6 4.53999e-05 -0.00297664 0.00235156 -1.24 1.24 2.48
2.71828 0.6 0.000335463 -0.00816598 0.00654953 -1.12 1.14 2.26
148.413 0.6 0.000335463 -0.00816997 0.00655794 -1.12 1.12 2.24
0.000911882 0.6 0.000335463 -0.00705758 0.00358933 -5.9 7.8 13.7
0.0497871 0.6 0.000335463 -0.00797176 0.0061384 -1.44 1.44 2.88
2.71828 0.6 0.00247875 -0.0221783 0.0177618 -1.14 1.14 2.28
148.413 0.6 0.00247875 -0.0222079 0.0178235 -1.12 1.12 2.24
0.000911882 0.6 0.00247875 -0.0191173 0.00883133 -7.54 10.36 17.9
0.0497871 0.6 0.00247875 -0.0210054 0.0152142 -1.92 1.92 3.84
2.71828 0.6 0.0183156 -0.060149 0.0479976 -1.16 1.16 2.32
0.000911882 0.6 0.0183156 -0.0519269 0.0218012 -9.22 12.9 22.12
148.413 0.6 0.0183156 -0.0603649 0.0484496 -1.12 1.12 2.24
0.0497871 0.6 0.0183156 -0.0546344 0.0353154 -2.88 3.1 5.98
2.71828 0.6 0.135335 -0.162519 0.128407 -1.24 1.24 2.48
0.000911882 0.6 0.135335 -0.141131 0.0535399 -10.88 15.42 26.3
148.413 0.6 0.135335 -0.16407 0.131659 -1.12 1.12 2.24
0.0497871 0.6 0.135335 -0.143648 0.081364 -4.28 5.24 9.52
2.71828 0.6 1 -0.435243 0.335145 -1.44 1.44 2.88
2.71828 0.6 7.38906 -1.14685 0.83067 -1.92 1.92 3.84
0.000911882 0.6 1 -0.383619 0.130241 -12.54 17.96 30.5
148.413 0.6 1 -0.445848 0.357592 -1.12 1.14 2.26
0.0497871 0.6 1 -0.385328 0.19597 -5.9 7.8 13.7
2.71828 0.6 54.5982 -2.98285 1.92814 -2.88 3.1 5.98
0.000911882 0.6 7.38906 -1.04276 0.309612 -14.22 20.02 34.24
148.413 0.6 7.38906 -1.21089 0.969763 -1.14 1.14 2.28
0.0497871 0.6 7.38906 -1.04375 0.482162 -7.54 10.36 17.9
2.71828 0.6 403.429 -7.84207 4.44191 -4.28 5.24 9.52
2.71828 0.6 2980.96 -21.0308 10.6951 -5.88 7.8 13.68
0.000911882 0.6 54.5982 -2.83445 0.537913 -15.88 20 35.88
148.413 0.6 54.5982 -3.28402 2.62058 -1.16 1.16 2.32
0.0497871 0.6 54.5982 -2.83497 1.19021 -9.22 12.9 22.12
0.000911882 0.6 403.429 -7.70414 0.627046 -17.54 20 37.54
148.413 0.6 403.429 -8.87318 7.01076 -1.24 1.24 2.48
0.0497871 0.6 403.429 -7.70443 2.92249 -10.88 15.42 26.3
0.000911882 0.6 2980.96 -20.937 0.559327 -19.2 20 39.2
148.413 0.6 2980.96 -23.7622 18.2983 -1.44 1.44 2.88
0.0497871 0.6 2980.96 -20.9373 7.10586 -12.54 17.94 30.48
2.71828 0.8 4.53999e-05 -0.00300564 0.00241035 -1.12 1.12 2.24
0.000911882 0.8 4.53999e-05 -0.00299322 0.00100652 -3.46 7.78 11.24
148.413 0.8 4.53999e-05 -0.00300559 0.00241227 -1.12 1.12 2.24
0.0497871 0.8 4.53999e-05 -0.00300758 0.00231075 -1.22 1.22 2.44
2.71828 0.8 0.000335463 -0.00817039 0.00654368 -1.12 1.14 2.26
0.000911882 0.8 0.000335463 -0.00812042 0.00232504 -4.62 13.32 17.94
148.413 0.8 0.000335463 -0.00817005 0.00655784 -1.12 1.12 2.24
0.0497871 0.8 0.000335463 -0.00818054 0.00586377 -1.38 1.4 2.78
2.71828 0.8 0.00247875 -0.0222107 0.0177189 -1.12 1.14 2.26
0.000911882 0.8 0.00247875 -0.0220572 0.00565969 -5.86 18.56 24.42
148.413 0.8 0.00247875 -0.0222085 0.0178227 -1.12 1.12 2.24
0.0497871 0.8 0.00247875 -0.0222381 0.0135854 -1.76 1.84 3.6
2.71828 0.8 0.0183156 -0.0603853 0.0476854 -1.16 1.16 2.32
148.413 0.8 0.0183156 -0.0603693 0.0484437 -1.12 1.12 2.24
0.000911882 0.8 0.0183156 -0.0599437 0.0124145 -7.1 20 27.1
0.0497871 0.8 0.0183156 -0.0603167 0.0275079 -2.46 3.14 5.6
2.71828 0.8 0.135335 -0.164208 0.126178 -1.22 1.22 2.44
148.413 0.8 0.135335 -0.164102 0.131616 -1.12 1.12 2.24
0.0497871 0.8 0.135335 -0.163424 0.0549675 -3.46 7.78 11.24
2.71828 0.8 1 -0.446642 0.320151 -1.38 1.4 2.78
0.000911882 0.8 0.135335 -0.162933 0.0182961 -8.34 20 28.34
2.71828 0.8 7.38906 -1.21415 0.741748 -1.76 1.84 3.6
148.413 0.8 1 -0.446088 0.357273 -1.12 1.14 2.26
0.0497871 0.8 1 -0.443357 0.126942 -4.62 13.32 17.94
0.000911882 0.8 1 -0.442883 0.020914 -9.6 20 29.6
2.71828 0.8 54.5982 -3.29305 1.50194 -2.46 3.14 5.6
148.413 0.8 7.38906 -1.21266 0.967422 -1.12 1.14 2.26
0.0497871 0.8 7.38906 -1.20426 0.309002 -5.86 18.56 24.42
0.000911882 0.8 7.38906 -1.20387 0.0213292 -10.84 20.02 30.86
2.71828 0.8 403.429 -8.92141 3.00103 -3.46 7.78 11.24
2.71828 0.8 2980.96 -24.1968 6.92869 -4.62 13.3 17.92
148.413 0.8 54.5982 -3.29692 2.60354 -1.16 1.16 2.32
0.0497871 0.8 54.5982 -3.27263 0.677823 -7.1 20 27.1
0.000911882 0.8 54.5982 -3.27229 0.0205648 -12.08 20 32.08
148.413 0.8 403.429 -8.96534 6.88917 -1.22 1.22 2.44
0.0497871 0.8 403.429 -8.89447 0.999345 -8.34 20 28.34
0.000911882 0.8 403.429 -8.89423 0.0194932 -13.34 20 33.34
148.413 0.8 2980.96 -24.3835 17.4813 -1.38 1.4 2.78
0.0497871 0.8 2980.96 -24.1705 1.14432 -9.58 20 29.58
0.000911882 0.8 2980.96 -24.1703 0.0189146 -14.58 20 34.58
2.71828 1 4.53999e-05 -0.00300612 0.0024093 -1.12 1.12 2.24
148.413 1 4.53999e-05 -0.0030056 0.00241225 -1.12 1.12 2.24
0.0497871 1 4.53999e-05 -0.0030323 0.00225843 -1.2 1.18 2.38
0.000911882 1 4.53999e-05 -0.00328358 0.000514437 -2.94 1.94 4.88
2.71828 1 0.000335463 -0.00817393 0.00653593 -1.12 1.12 2.24
148.413 1 0.000335463 -0.00817011 0.00655769 -1.12 1.12 2.24
0.0497871 1 0.000335463 -0.00834603 0.00553221 -1.32 1.26 2.58
0.000911882 1 0.000335463 -0.00901012 0.000592408 -3.84 2.24 6.08
2.71828 1 0.00247875 -0.0222369 0.017662 -1.12 1.14 2.26
148.413 1 0.00247875 -0.022209 0.0178216 -1.12 1.12 2.24
0.0497871 1 0.00247875 -0.0231992 0.0118522 -1.62 1.42 3.04
0.000911882 1 0.00247875 -0.0245885 0.000618136 -4.8 2.5 7.3
2.71828 1 0.0183156 -0.0605754 0.0472743 -1.14 1.14 2.28
148.413 1 0.0183156 -0.0603728 0.048436 -1.12 1.12 2.24
0.0497871 1 0.0183156 -0.0647294 0.0205036 -2.16 1.66 3.82
0.000911882 1 0.0183156 -0.0669399 0.000615606 -5.8 2.74 8.54
2.71828 1 0.135335 -0.165558 0.123321 -1.2 1.18 2.38
148.413 1 0.135335 -0.164129 0.131559 -1.12 1.12 2.24
0.0497871 1 0.135335 -0.179277 0.0280922 -2.94 1.94 4.88
0.000911882 1 0.135335 -0.182065 0.000600327 -6.78 2.94 9.72
2.71828 1 1 -0.455677 0.30205 -1.32 1.26 2.58
148.413 1 1 -0.446282 0.35685 -1.12 1.12 2.24
2.71828 1 7.38906 -1.26662 0.647126 -1.62 1.42 3.04
0.0497871 1 1 -0.491932 0.0323464 -3.84 2.24 6.08
0.000911882 1 1 -0.495007 0.0005807 -7.78 3.1 10.88
2.71828 1 54.5982 -3.53393 1.11962 -2.16 1.66 3.82
148.413 1 7.38906 -1.21409 0.964311 -1.12 1.14 2.26
0.0497871 1 7.38906 -1.34245 0.0337612 -4.8 2.5 7.3
0.000911882 1 7.38906 -1.34565 0.000564587 -8.78 3.22 12
2.71828 1 403.429 -9.78661 1.53483 -2.94 1.94 4.88
2.71828 1 2980.96 -26.8463 1.77212 -3.84 2.22 6.06
148.413 1 54.5982 -3.3073 2.5811 -1.14 1.14 2.28
0.0497871 1 54.5982 -3.65456 0.0336881 -5.8 2.72 8.52
0.000911882 1 54.5982 -3.65783 0.000589145 -9.78 3.08 12.86
148.413 1 403.429 -9.03897 6.73332 -1.2 1.18 2.38
0.0497871 1 403.429 -9.9387 0.0332897 -6.78 2.88 9.66
0.000911882 1 403.429 -9.94201 0.000916538 -10.78 2.1 12.88
148.413 1 2980.96 -24.8759 16.4949 -1.32 1.26 2.58
0.0497871 1 2980.96 -27.0139 0.0352283 -7.78 2.72 10.5
0.000911882 1 2980.96 -27.0172 0.00365824 -11.78 0.2 11.98
2.71828 1.2 4.53999e-05 -0.00300653 0.00240791 -1.12 1.12 2.24
0.0497871 1.2 4.53999e-05 -0.00305344 0.00219571 -1.16 1.08 2.24
148.413 1.2 4.53999e-05 -0.00300561 0.00241222 -1.12 1.12 2.24
0.000911882 1.2 4.53999e-05 -0.00351802 0.000430032 -2.56 0.4 2.96
2.71828 1.2 0.000335463 -0.00817698 0.00652574 -1.12 1.12 2.24
0.0497871 1.2 0.000335463 -0.00848492 0.00518953 -1.24 1.02 2.26
148.413 1.2 0.000335463 -0.00817017 0.00655751 -1.12 1.12 2.24
0.000911882 1.2 0.000335463 -0.00975545 0.000496385 -3.3 0.28 3.58
2.71828 1.2 0.00247875 -0.0222594 0.0175877 -1.12 1.12 2.24
0.0497871 1.2 0.00247875 -0.0239822 0.0105311 -1.48 0.88 2.36
148.413 1.2 0.00247875 -0.0222094 0.0178202 -1.12 1.12 2.24
0.000911882 1.2 0.00247875 -0.0267791 0.000515875 -4.1 0.28 4.38
2.71828 1.2 0.0183156 -0.0607381 0.0467503 -1.14 1.12 2.26
148.413 1.2 0.0183156 -0.0603759 0.0484257 -1.12 1.12 2.24
0.0497871 1.2 0.0183156 -0.0682396 0.0173928 -1.92 0.66 2.58
0.000911882 1.2 0.0183156 -0.0731203 0.00050659 -4.92 0.38 5.3
2.71828 1.2 0.135335 -0.166712 0.119896 -1.16 1.08 2.24
148.413 1.2 0.135335 -0.164151 0.131483 -1.12 1.12 2.24
0.0497871 1.2 0.135335 -0.192077 0.0234839 -2.56 0.4 2.96
2.71828 1.2 1 -0.46326 0.283341 -1.24 1.02 2.26
0.000911882 1.2 0.135335 -0.199164 0.000484902 -5.74 0.52 6.26
2.71828 1.2 7.38906 -1.30936 0.574999 -1.48 0.88 2.36
148.413 1.2 1 -0.446448 0.356293 -1.12 1.12 2.24
0.0497871 1.2 1 -0.532625 0.0271043 -3.3 0.28 3.58
0.000911882 1.2 1 -0.541852 0.000460815 -6.56 0.66 7.22
2.71828 1.2 54.5982 -3.72553 0.949799 -1.92 0.66 2.58
148.413 1.2 7.38906 -1.21532 0.960259 -1.12 1.12 2.24
0.0497871 1.2 7.38906 -1.46205 0.0281822 -4.1 0.28 4.38
0.000911882 1.2 7.38906 -1.47346 0.000444301 -7.4 0.78 8.18
2.71828 1.2 403.429 -10.4851 1.28342 -2.56 0.4 2.96
2.71828 1.2 2980.96 -29.0655 1.48761 -3.3 0.26 3.56
148.413 1.2 54.5982 -3.31618 2.5525 -1.14 1.12 2.26
0.0497871 1.2 54.5982 -3.99195 0.0277649 -4.92 0.38 5.3
0.000911882 1.2 54.5982 -4.00569 0.000483501 -8.24 0.86 9.1
148.413 1.2 403.429 -9.10194 6.54645 -1.16 1.08 2.24
0.0497871 1.2 403.429 -10.8719 0.0271756 -5.74 0.5 6.24
0.000911882 1.2 403.429 -10.8883 0.000906026 -9.06 0.66 9.72
148.413 1.2 2980.96 -25.289 15.4751 -1.24 1.02 2.26
0.0497871 1.2 2980.96 -29.5691 0.0298751 -6.56 0.56 7.12
0.000911882 1.2 2980.96 -29.5884 0.00418085 -9.9 -0.28 9.62
2.71828 1.4 4.53999e-05 -0.00300694 0.00240608 -1.12 1.12 2.24
148.413 1.4 4.53999e-05 -0.00300561 0.00241219 -1.12 1.12 2.24
0.0497871 1.4 4.53999e-05 -0.003073 0.00212729 -1.14 0.96 2.1
0.000911882 1.4 4.53999e-05 -0.00370933 0.000417159 -2.26 -0.14 2.12
2.71828 1.4 0.000335463 -0.00817996 0.00651238 -1.12 1.12 2.24
148.413 1.4 0.000335463 -0.00817022 0.00655726 -1.12 1.12 2.24
0.0497871 1.4 0.000335463 -0.00860817 0.00488999 -1.18 0.78 1.96
0.000911882 1.4 0.000335463 -0.0103814 0.000502626 -2.9 -0.32 2.58
2.71828 1.4 0.00247875 -0.0222811 0.0174926 -1.12 1.1 2.22
148.413 1.4 0.00247875 -0.0222098 0.0178184 -1.12 1.12 2.24
0.0497871 1.4 0.00247875 -0.02464 0.00971696 -1.36 0.5 1.86
0.000911882 1.4 0.00247875 -0.0286752 0.00053464 -3.58 -0.36 3.22
2.71828 1.4 0.0183156 -0.0608946 0.046111 -1.12 1.06 2.18
148.413 1.4 0.0183156 -0.0603788 0.0484121 -1.12 1.12 2.24
0.0497871 1.4 0.0183156 -0.0710894 0.0162147 -1.72 0.16 1.88
0.000911882 1.4 0.0183156 -0.0785953 0.000525559 -4.28 -0.28 4
2.71828 1.4 0.135335 -0.16778 0.116161 -1.14 0.96 2.1
148.413 1.4 0.135335 -0.164173 0.131383 -1.12 1.12 2.24
0.0497871 1.4 0.135335 -0.202522 0.0227819 -2.26 -0.14 2.12
2.71828 1.4 1 -0.469988 0.266986 -1.18 0.78 1.96
0.000911882 1.4 0.135335 -0.214542 0.000497032 -4.98 -0.14 4.84
2.71828 1.4 7.38906 -1.34528 0.530551 -1.36 0.5 1.86
148.413 1.4 1 -0.44661 0.355564 -1.12 1.12 2.24
0.0497871 1.4 1 -0.5668 0.0274453 -2.9 -0.32 2.58
0.000911882 1.4 1 -0.584386 0.000464764 -5.68 -0.02 5.66
2.71828 1.4 54.5982 -3.88109 0.885479 -1.72 0.16 1.88
148.413 1.4 7.38906 -1.21651 0.955063 -1.12 1.1 2.22
0.0497871 1.4 7.38906 -1.56557 0.0292089 -3.58 -0.36 3.22
