19.98	-1.48714e-07
19.96	-7.73825e-08
19.94	-6.03517e-08
19.92	-5.22804e-08
19.9	-4.75286e-08
19.88	-4.442e-08
19.86	-4.2244e-08
19.84	-4.07008e-08
19.82	-3.95461e-08
19.8	-3.87024e-08
19.78	-3.81029e-08
19.76	-3.76255e-08
19.74	-3.73035e-08
19.72	-3.71037e-08
19.7	-3.69815e-08
19.68	-3.69371e-08
19.66	-3.69704e-08
19.64	-3.7037e-08
19.62	-3.71703e-08
19.6	-3.7359e-08
19.58	-3.75699e-08
19.56	-3.78142e-08
19.54	-3.80695e-08
19.52	-3.83915e-08
19.5	-3.87357e-08
19.48	-3.90799e-08
19.46	-3.94795e-08
19.44	-3.98792e-08
19.42	-4.03233e-08
19.4	-4.07896e-08
19.38	-4.1267e-08
19.36	-4.17555e-08
19.34	-4.22995e-08
19.32	-4.28435e-08
19.3	-4.34208e-08
19.28	-4.3987e-08
19.26	-4.46088e-08
19.24	-4.52305e-08
19.22	-4.58855e-08
19.2	-4.65517e-08
19.18	-4.724e-08
19.16	-4.79727e-08
19.14	-4.87166e-08
19.12	-4.94493e-08
19.1	-5.02376e-08
19.08	-5.10592e-08
19.06	-5.18696e-08
19.04	-5.27245e-08
19.02	-5.35905e-08
19	-5.44897e-08
18.98	-5.53779e-08
18.96	-5.63327e-08
18.94	-5.73097e-08
18.92	-5.82978e-08
18.9	-5.93303e-08
18.88	-6.03517e-08
18.86	-6.14286e-08
18.84	-6.25389e-08
18.82	-6.36602e-08
18.8	-6.48148e-08
18.78	-6.59917e-08
18.76	-6.72018e-08
18.74	-6.84341e-08
18.72	-6.97109e-08
18.7	-7.09988e-08
18.68	-7.2331e-08
18.66	-7.36855e-08
18.64	-7.50955e-08
18.62	-7.65277e-08
18.6	-7.79821e-08
18.58	-7.94698e-08
18.56	-8.09908e-08
18.54	-8.25673e-08
18.52	-8.41771e-08
18.5	-8.57869e-08
18.48	-8.74856e-08
18.46	-8.91953e-08
18.44	-9.09384e-08
18.42	-9.27369e-08
18.4	-9.45577e-08
